Id,TrainNo,SourceCode,DestinationCode,Cars,StartingFrom,EndAt,DepartureTime,ArrivalTime,Type,Quota,DaysOfRun
157,47100,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,5:10AM,5:29AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
158,47101,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,6:00AM,6:19AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
159,47102,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,6:40AM,6:59AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
160,47103,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,7:20AM,7:39AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
161,47104,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,7:50AM,8:09AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
162,47105,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,8:20AM,8:39AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
163,47106,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,9:00AM,9:19AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
164,47107,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,9:35AM,9:54AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
165,47108,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,10:10AM,10:29AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
166,47109,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,10:50AM,11:09AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
167,47110,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,11:25AM,11:44AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
168,47111,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,11:55AM,12:14PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
169,47112,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,1:05PM,1:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
170,47113,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,2:30PM,2:49PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
171,47114,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,3:10PM,3:29PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
172,47115,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,3:40PM,3:59PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
173,47116,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,4:00PM,4:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
174,47117,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,4:50PM,5:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
175,47118,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,5:35PM,5:54PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
176,47119,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,6:05PM,6:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
177,47120,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,7:00PM,7:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
178,47121,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,7:30PM,7:49PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
179,47122,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,8:00PM,8:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
180,47123,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,8:50PM,9:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
181,47124,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,9:20PM,9:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
182,47125,Hyderabad,Bharatnagar,NA,Hyderabad,Lingampally,9:50PM,10:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
183,47100,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,5:10AM,5:31AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
184,47101,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,6:00AM,6:21AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
185,47102,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,6:40AM,7:01AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
186,47103,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,7:20AM,7:41AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
187,47104,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,7:50AM,8:11AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
188,47105,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,8:20AM,8:41AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
189,47106,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,9:00AM,9:21AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
190,47107,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,9:35AM,9:56AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
191,47108,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,10:10AM,10:31AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
192,47109,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,10:50AM,11:11AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
193,47110,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,11:25AM,11:46AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
194,47111,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,11:55AM,12:16PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
195,47112,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,1:05PM,1:26PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
196,47113,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,2:30PM,2:51PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
197,47114,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,3:10PM,3:31PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
198,47115,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,3:40PM,4:01PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
199,47116,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,4:00PM,4:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
200,47117,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,4:50PM,5:11PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
201,47118,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,5:35PM,5:56PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
202,47119,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,6:05PM,6:26PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
203,47120,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,7:00PM,7:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
204,47121,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,7:30PM,7:51PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
205,47122,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,8:00PM,8:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
206,47123,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,8:50PM,9:11PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
207,47124,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,9:20PM,9:41PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
208,47125,Hyderabad,Borabanda,NA,Hyderabad,Lingampally,9:50PM,10:11PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
209,47100,Hyderabad,Hitech,NA,Hyderabad,Lingampally,5:10AM,5:35AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
210,47101,Hyderabad,Hitech,NA,Hyderabad,Lingampally,6:00AM,6:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
211,47102,Hyderabad,Hitech,NA,Hyderabad,Lingampally,6:40AM,7:05AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
212,47103,Hyderabad,Hitech,NA,Hyderabad,Lingampally,7:20AM,7:45AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
213,47104,Hyderabad,Hitech,NA,Hyderabad,Lingampally,7:50AM,8:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
214,47105,Hyderabad,Hitech,NA,Hyderabad,Lingampally,8:20AM,8:45AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
215,47106,Hyderabad,Hitech,NA,Hyderabad,Lingampally,9:00AM,9:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
216,47107,Hyderabad,Hitech,NA,Hyderabad,Lingampally,9:35AM,10:00AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
217,47108,Hyderabad,Hitech,NA,Hyderabad,Lingampally,10:10AM,10:35AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
218,47109,Hyderabad,Hitech,NA,Hyderabad,Lingampally,10:50AM,11:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
219,47110,Hyderabad,Hitech,NA,Hyderabad,Lingampally,11:25AM,11:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
220,47111,Hyderabad,Hitech,NA,Hyderabad,Lingampally,11:55AM,12:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
221,47112,Hyderabad,Hitech,NA,Hyderabad,Lingampally,1:05PM,1:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
222,47113,Hyderabad,Hitech,NA,Hyderabad,Lingampally,2:30PM,2:55PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
223,47114,Hyderabad,Hitech,NA,Hyderabad,Lingampally,3:10PM,3:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
224,47115,Hyderabad,Hitech,NA,Hyderabad,Lingampally,3:40PM,4:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
225,47116,Hyderabad,Hitech,NA,Hyderabad,Lingampally,4:00PM,4:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
226,47117,Hyderabad,Hitech,NA,Hyderabad,Lingampally,4:50PM,5:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
227,47118,Hyderabad,Hitech,NA,Hyderabad,Lingampally,5:35PM,6:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
228,47119,Hyderabad,Hitech,NA,Hyderabad,Lingampally,6:05PM,6:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
229,47120,Hyderabad,Hitech,NA,Hyderabad,Lingampally,7:00PM,7:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
230,47121,Hyderabad,Hitech,NA,Hyderabad,Lingampally,7:30PM,7:55PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
231,47122,Hyderabad,Hitech,NA,Hyderabad,Lingampally,8:00PM,8:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
232,47123,Hyderabad,Hitech,NA,Hyderabad,Lingampally,8:50PM,9:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
233,47124,Hyderabad,Hitech,NA,Hyderabad,Lingampally,9:20PM,9:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
234,47125,Hyderabad,Hitech,NA,Hyderabad,Lingampally,9:50PM,10:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
235,47100,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,5:10AM,5:39AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
236,47101,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,6:00AM,6:29AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
237,47102,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,6:40AM,7:09AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
238,47103,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,7:20AM,7:49AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
239,47104,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,7:50AM,8:19AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
240,47105,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,8:20AM,8:49AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
241,47106,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,9:00AM,9:29AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
242,47107,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,9:35AM,10:04AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
243,47108,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,10:10AM,10:39AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
244,47109,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,10:50AM,11:19AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
245,47110,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,11:25AM,11:54AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
246,47111,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,11:55AM,12:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
247,47112,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,1:05PM,1:34PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
248,47113,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,2:30PM,2:59PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
249,47114,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,3:10PM,3:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
250,47115,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,3:40PM,4:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
251,47116,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,4:00PM,4:29PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
252,47117,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,4:50PM,5:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
253,47118,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,5:35PM,6:04PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
254,47119,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,6:05PM,6:34PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
255,47120,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,7:00PM,7:29PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
256,47121,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,7:30PM,7:59PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
257,47122,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,8:00PM,8:29PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
258,47123,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,8:50PM,9:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
259,47124,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,9:20PM,9:49PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
260,47125,Hyderabad,Hafeezpet,NA,Hyderabad,Lingampally,9:50PM,10:19PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
261,47100,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,5:10AM,5:44AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
262,47101,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,6:00AM,6:34AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
263,47102,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,6:40AM,7:14AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
264,47103,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,7:20AM,7:54AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
265,47104,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,7:50AM,8:24AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
266,47105,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,8:20AM,8:54AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
267,47106,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,9:00AM,9:34AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
268,47107,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,9:35AM,10:09AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
269,47108,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,10:10AM,10:44AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
270,47109,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,10:50AM,11:24AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
271,47110,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,11:25AM,11:59AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
272,47111,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,11:55AM,12:29PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
273,47112,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,1:05PM,1:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
274,47113,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,2:30PM,3:04PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
275,47114,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,3:10PM,3:44PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
276,47115,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,3:40PM,4:14PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
277,47116,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,4:00PM,4:34PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
278,47117,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,4:50PM,5:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
279,47118,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,5:35PM,6:09PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
280,47119,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,6:05PM,6:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
281,47120,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,7:00PM,7:34PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
282,47121,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,7:30PM,8:04PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
283,47122,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,8:00PM,8:34PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
284,47123,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,8:50PM,9:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
285,47124,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,9:20PM,9:54PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
286,47125,Hyderabad,Chandanagar,NA,Hyderabad,Lingampally,9:50PM,10:24PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
287,47100,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,5:10AM,5:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
288,47101,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,6:00AM,6:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
289,47102,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,6:40AM,7:20AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
290,47103,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,7:20AM,8:00AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
291,47104,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,7:50AM,8:30AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
292,47105,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,8:20AM,9:00AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
293,47106,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,9:00AM,9:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
294,47107,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,9:35AM,10:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
295,47108,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,10:10AM,10:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
296,47109,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,10:50AM,11:30AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
297,47110,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,11:25AM,12:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
298,47111,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,11:55AM,12:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
299,47112,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,1:05PM,1:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
300,47113,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,2:30PM,3:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
301,47114,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,3:10PM,3:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
302,47115,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,3:40PM,4:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
303,47116,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,4:00PM,4:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
304,47117,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,4:50PM,5:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
305,47118,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,5:35PM,6:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
306,47119,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,6:05PM,6:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
307,47120,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,7:00PM,7:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
308,47121,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,7:30PM,8:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
309,47122,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,8:00PM,8:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
310,47123,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,8:50PM,9:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
311,47124,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,9:20PM,10:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
312,47125,Hyderabad,Lingampally,NA,Hyderabad,Lingampally,9:50PM,10:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
313,47100,Lakdikapul,Khairatabad,NA,Hyderabad,Lingampally,5:13AM,5:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
314,47101,Lakdikapul,Khairatabad,NA,Hyderabad,Lingampally,6:03AM,6:05AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
315,47102,Lakdikapul,Khairatabad,NA,Hyderabad,Lingampally,6:43AM,6:45AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
316,47103,Lakdikapul,Khairatabad,NA,Hyderabad,Lingampally,7:23AM,7:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
